exp	item	text	mean_rating	LogProb	MeanLP	NormLPDiv	NormLPSub	SLOR	WordLPMin-1	WordLPMin-2	WordLPMin-3	WordLPMin-4	WordLPMin-5	WordLPMean	WordLPMeanQ1	WordLPMeanQ2	condition	structure	distance	itemID	subdesign
SWP	0	What do you frown if you forget at the office?	-0.901112406	-63.51559230685234	-7.057288034094705	-0.5080654273739551	61.49900007575924	6.833222230639915	-1.0138399273798897	-0.7559011361825436	-1.1504787167562422	-0.8072070610034813	-0.16723103325475236	-0.529578280097133	-0.8848705317812167	-0.9318567103305393	ADJ.isl.em	island	embedded	ADJ.isl.em.1.a	adj
SWP	1	What do you laugh if you buy at the auction?	-0.631383826	-42.97267643362284	-4.774741825958093	-0.3533721852244886	78.63473419583391	8.73719268842599	-1.0195230196666911	-0.5885274587665967	-0.48170124868944814	-0.5089785404941293	-0.10336214920917627	-0.36359752382589744	-0.8040252392166439	-0.6496825669042163	ADJ.isl.em	island	embedded	ADJ.isl.em.2.a	adj
SWP	2	What do you worry if you leave in the car? 	-0.937599964	-35.73164740204811	-3.9701830446720123	-0.30246667265551397	82.40251623436575	9.15583513715175	-0.8188140563911448	-0.2083204642366654	-0.5508835989675064	-0.28834165727012606	-0.1533701352075667	-0.2701469794885656	-0.5135672603139051	-0.46658994421636063	ADJ.isl.em	island	embedded	ADJ.isl.em.3.a	adj
SWP	3	What do you blush if you submit to the art contest?	-1.016951456	-60.45273760706186	-6.045273760706186	-0.4417749053616322	76.38784992603013	7.6387849926030125	-0.9954305670797563	-0.904231656547391	-0.21846738547610547	-0.5002155450391047	-0.557125826495247	-0.4286331723166968	-0.9498311118135736	-0.6350941961275209	ADJ.isl.em	island	embedded	ADJ.isl.em.4.a	adj
SWP	4	What do you sneeze if you leave open at night?	-1.429686676	-31.18168631993467	-3.4646318133260743	-0.20755692396657724	119.05028727086608	13.227809696762897	-0.977794359731874	-0.5188851999898225	-0.6765967979090444	-0.29869993519401183	-0.07373691558361978	-0.28752922112582646	-0.7483397798608482	-0.6179940732061882	ADJ.isl.em	island	embedded	ADJ.isl.em.5.a	adj
SWP	5	What do you notice if you turn on at night?	-0.85615814	-28.334156453609467	-3.1482396059566073	-0.23319231984376196	93.17137371390743	10.352374857100825	-0.7156310981323911	-0.8650877883921033	-0.4898483791417696	-0.1872117482726772	-0.2106305941302808	-0.2868381428325639	-0.7903594432622472	-0.5644447534847352	ADJ.isl.em	island	embedded	ADJ.isl.em.6.a	adj
SWP	6	What do you object if you write on the blackboard?	-1.006869976	-29.9372047893703	-3.326356087707811	-0.2566736013333104	86.69810415498249	9.633122683886944	-1.2335999650230929	-0.29461600702730245	-0.31069548899283556	-0.4650468964815457	-0.04705976897643807	-0.2891825057950871	-0.7641079860251977	-0.5759895893811942	ADJ.isl.em	island	embedded	ADJ.isl.em.7.a	adj
SWP	7	What do you complain if you keep in your office?	-0.933090577	-41.84861350059509	-4.649845944510566	-0.336475707769445	82.52474402353853	9.169416002615392	-0.846020075216559	-0.7203079795943452	-0.17875335603089715	-0.4064273294513949	-0.3575895365550161	-0.324536980470098	-0.7831640274054521	-0.5378771850732991	ADJ.isl.em	island	embedded	ADJ.isl.em.8.a	adj
SWP	8	Who frowns if you forget a briefcase at the office?	0.509878652	-47.09249030187493	-5.232498922430548	-0.2766350479741334	123.14078507933522	13.68230945325947	-0.32879614297391435	-0.5629279986269596	-0.18931608127604366	-0.7059531359048562	-0.44096763102775804	-0.3431179583995163	-0.445862070800437	-0.4467483396954435	ADJ.isl.ma	island	matrix	ADJ.isl.ma.1.a	adj
SWP	9	Who laughs if you buy a painting at the auction?	0.713492001	-35.612731754779816	-3.956970194975535	-0.27997666688585576	91.58619575191432	10.176243972434925	-0.762423993683506	-0.6192373149933811	-0.32331352507060984	-0.5954951362293592	-0.17375849693170498	-0.31180782211490676	-0.6908306543384435	-0.575117492494214	ADJ.isl.ma	island	matrix	ADJ.isl.ma.2.a	adj
